name,link,gender,age,nationality,born,place_of_birth,year,died,category,country
,,,,, 1915,Romain Rolland,https://en.wikipedia.org/wiki/Romain_Rolland, Literature,,
,,,,, 1920,Léon Bourgeois,https://en.wikipedia.org/wiki/L%C3%A9on_Bourgeois, Peace,,
,,,,, 1921,Anatole France,https://en.wikipedia.org/wiki/Anatole_France, Literature,,
,,,,, 1926,Jean Baptiste Perrin,https://en.wikipedia.org/wiki/Jean_Baptiste_Perrin, Physics,,
,,,,, 1926,Aristide Briand,https://en.wikipedia.org/wiki/Aristide_Briand, Peace,,
,,,,, 1927,Ferdinand Buisson,https://en.wikipedia.org/wiki/Ferdinand_Buisson, Peace,,
,,,,, 1927,Henri Bergson,https://en.wikipedia.org/wiki/Henri_Bergson, Literature,,
,,,,, 1928,Charles Nicolle,https://en.wikipedia.org/wiki/Charles_Nicolle, Physiology or Medicine,,
,,,,, 1929,Louis de Broglie,https://en.wikipedia.org/wiki/Louis_de_Broglie, Physics,,
,,,,, 1933,Ivan Bunin,https://en.wikipedia.org/wiki/Ivan_Bunin, Literature,,
,,,,, 1935,Irène Joliot-Curie,https://en.wikipedia.org/wiki/Ir%C3%A8ne_Joliot-Curie, Chemistry,,
,,,,, 1935,Frédéric Joliot-Curie,https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Joliot-Curie, Chemistry,,
,,,,, 1937,Roger Martin du Gard,https://en.wikipedia.org/wiki/Roger_Martin_du_Gard, Literature,,
,,,,, 1947,André Gide,https://en.wikipedia.org/wiki/Andr%C3%A9_Gide, Literature,,
,,,,, 1951,Léon Jouhaux,https://en.wikipedia.org/wiki/L%C3%A9on_Jouhaux, Peace,,
,,,,, 1952,Albert Schweitzer,https://en.wikipedia.org/wiki/Albert_Schweitzer, Peace,,
,,,,, 1952,François Mauriac,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Mauriac, Literature,,
,,,,, 1956,André Frédéric Cournand,https://en.wikipedia.org/wiki/Andr%C3%A9_Fr%C3%A9d%C3%A9ric_Cournand, Physiology or Medicine,,
,,,,, 1957,Albert Camus,https://en.wikipedia.org/wiki/Albert_Camus, Literature,,
,,,,, 1960,Saint-John Perse,https://en.wikipedia.org/wiki/Saint-John_Perse, Literature,,
,,,,, 1964,Jean-Paul Sartre,https://en.wikipedia.org/wiki/Jean-Paul_Sartre, Literature,,
,,,,, 1965,André Lwoff,https://en.wikipedia.org/wiki/Andr%C3%A9_Michel_Lwoff, Physiology or Medicine,,
,,,,, 1965,Jacques Monod,https://en.wikipedia.org/wiki/Jacques_Monod, Physiology or Medicine,,
,,,,, 1965,François Jacob,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Jacob, Physiology or Medicine,,
,,,,, 1966,Alfred Kastler,https://en.wikipedia.org/wiki/Alfred_Kastler, Physics,,
,,,,, 1968,René Cassin,https://en.wikipedia.org/wiki/Ren%C3%A9_Cassin, Peace,,
,,,,, 1970,Luis Federico Leloir*,https://en.wikipedia.org/wiki/Luis_Federico_Leloir, Chemistry,,
,,,,, 1970,Louis Néel,https://en.wikipedia.org/wiki/Louis_N%C3%A9el, Physics,,
,,,,, 1974,Seán MacBride*,https://en.wikipedia.org/wiki/Se%C3%A1n_MacBride, Peace,,
,,,,, 1977,Roger Guillemin*,https://en.wikipedia.org/wiki/Roger_Guillemin, Physiology or Medicine,,
,,,,, 1980,Jean Dausset,https://en.wikipedia.org/wiki/Jean_Dausset, Physiology or Medicine,,
,,,,, 1983,Gérard Debreu,https://en.wikipedia.org/wiki/G%C3%A9rard_Debreu, Economics,,
,,,,, 1985,Claude Simon,https://en.wikipedia.org/wiki/Claude_Simon, Literature,,
,,,,, 1987,Jean-Marie Lehn,https://en.wikipedia.org/wiki/Jean-Marie_Lehn, Chemistry,,
,,,,, 1988,Maurice Allais,https://en.wikipedia.org/wiki/Maurice_Allais, Economics,,
,,,,, 1991,Pierre-Gilles de Gennes,https://en.wikipedia.org/wiki/Pierre-Gilles_de_Gennes, Physics,,
,,,,, 1992,Georges Charpak,https://en.wikipedia.org/wiki/Georges_Charpak, Physics,,
,,,,, 1997,Claude Cohen-Tannoudji,https://en.wikipedia.org/wiki/Claude_Cohen-Tannoudji, Physics,,
,,,,, 1999,Médecins Sans Frontières,https://en.wikipedia.org/wiki/M%C3%A9decins_Sans_Fronti%C3%A8res, Peace,,
,,,,, 2000,Gao Xingjian,https://en.wikipedia.org/wiki/Gao_Xingjian, Literature,,
,,,,, 2005,Yves Chauvin,https://en.wikipedia.org/wiki/Yves_Chauvin, Chemistry,,
,,,,, 2007,Albert Fert,https://en.wikipedia.org/wiki/Albert_Fert, Physics,,
,,,,, 2008,Françoise Barré-Sinoussi,https://en.wikipedia.org/wiki/Fran%C3%A7oise_Barr%C3%A9-Sinoussi, Physiology or Medicine,,
,,,,, 2008,Luc Montagnier,https://en.wikipedia.org/wiki/Luc_Montagnier, Physiology or Medicine,,
,,,,, 2008,J. M. G. Le Clézio,https://en.wikipedia.org/wiki/J._M._G._Le_Cl%C3%A9zio, Literature,,
,,,,, 2011,Jules A. Hoffmann,https://en.wikipedia.org/wiki/Jules_A._Hoffmann, Physiology or Medicine,,
,,,,, 2012,Serge Haroche,https://en.wikipedia.org/wiki/Serge_Haroche, Physics,,
,,,,, 2014,Patrick Modiano,https://en.wikipedia.org/wiki/Patrick_Modiano, Literature,,
,,,,, 2014,Jean Tirole,https://en.wikipedia.org/wiki/Jean_Tirole, Economics,,
,,,,, 2016,Jean-Pierre Sauvage,https://en.wikipedia.org/wiki/Jean-Pierre_Sauvage, Chemistry,,
,,,,, 1939,Frans Eemil Sillanpää,https://en.wikipedia.org/wiki/Frans_Eemil_Sillanp%C3%A4%C3%A4, Literature,,
,,,,, 1945,Artturi Ilmari Virtanen,https://en.wikipedia.org/wiki/Artturi_Ilmari_Virtanen, Chemistry,,
,,,,, 1967,Ragnar Granit,https://en.wikipedia.org/wiki/Ragnar_Granit, Physiology or Medicine,,
,,,,, 2008,Martti Ahtisaari,https://en.wikipedia.org/wiki/Martti_Ahtisaari, Peace,,
,,,,, 2016,Bengt R. Holmström,https://en.wikipedia.org/wiki/Bengt_R._Holmstr%C3%B6m, Economics,,
,,,,, 1903,Niels Ryberg Finsen*,https://en.wikipedia.org/wiki/Niels_Ryberg_Finsen, Physiology or Medicine,,
,,,,, 1978,Anwar Sadat,https://en.wikipedia.org/wiki/Anwar_Sadat, Peace,,
,,,,, 1988,Naguib Mahfouz,https://en.wikipedia.org/wiki/Naguib_Mahfouz, Literature,,
,,,,, 1999,Ahmed Zewail,https://en.wikipedia.org/wiki/Ahmed_Zewail, Chemistry,,
,,,,, 2005,Mohamed ElBaradei,https://en.wikipedia.org/wiki/Mohamed_ElBaradei, Peace,,
,,,,, 1996,José Ramos-Horta,https://en.wikipedia.org/wiki/Jos%C3%A9_Ramos-Horta, Peace,,
,,,,, 1996,Carlos Filipe Ximenes Belo,https://en.wikipedia.org/wiki/Carlos_Filipe_Ximenes_Belo, Peace,,
,,,,, 1903,Niels Ryberg Finsen,https://en.wikipedia.org/wiki/Niels_Ryberg_Finsen, Physiology or Medicine,,
,,,,, 1908,Fredrik Bajer,https://en.wikipedia.org/wiki/Fredrik_Bajer, Peace,,
,,,,, 1917,Henrik Pontoppidan,https://en.wikipedia.org/wiki/Henrik_Pontoppidan, Literature,,
,,,,, 1917,Karl Adolph Gjellerup,https://en.wikipedia.org/wiki/Karl_Adolph_Gjellerup, Literature,,
,,,,, 1920,August Krogh,https://en.wikipedia.org/wiki/August_Krogh, Physiology or Medicine,,
,,,,, 1922,Niels Bohr,https://en.wikipedia.org/wiki/Niels_Bohr, Physics,,
,,,,, 1926,Johannes Fibiger,https://en.wikipedia.org/wiki/Johannes_Fibiger, Physiology or Medicine,,
,,,,, 1943,Henrik Dam,https://en.wikipedia.org/wiki/Henrik_Dam, Physiology or Medicine,,
,,,,, 1944,Johannes V. Jensen,https://en.wikipedia.org/wiki/Johannes_V._Jensen, Literature,,
,,,,, 1975,Ben Roy Mottelson,https://en.wikipedia.org/wiki/Ben_Roy_Mottelson, Physics,,
,,,,, 1975,Aage Bohr,https://en.wikipedia.org/wiki/Aage_Bohr, Physics,,
,,,,, 1984,Niels Kaj Jerne,https://en.wikipedia.org/wiki/Niels_Kaj_Jerne, Physiology or Medicine,,
,,,,, 1997,Jens Christian Skou,https://en.wikipedia.org/wiki/Jens_Christian_Skou, Chemistry,,
,,,,, 1905,Bertha von Suttner*,https://en.wikipedia.org/wiki/Bertha_von_Suttner, Peace,,
,,,,, 1947,Gerty Cori*,https://en.wikipedia.org/wiki/Gerty_Cori, Physiology or Medicine,,
,,,,, 1947,Carl Ferdinand Cori*,https://en.wikipedia.org/wiki/Carl_Ferdinand_Cori, Physiology or Medicine,,
,,,,, 1959,Jaroslav Heyrovský,https://en.wikipedia.org/wiki/Jaroslav_Heyrovsk%C3%BD, Chemistry,,
,,,,, 1984,Jaroslav Seifert,https://en.wikipedia.org/wiki/Jaroslav_Seifert, Literature,,
,,,,, 2010,Christopher A. Pissarides,https://en.wikipedia.org/wiki/Christopher_A._Pissarides, Economics,,
,,,,, 1939,Leopold Ružička*,https://en.wikipedia.org/wiki/Leopold_Ru%C5%BEi%C4%8Dka, Chemistry,,
,,,,, 1987,Óscar Arias Sánchez,https://en.wikipedia.org/wiki/%C3%93scar_Arias, Peace,,
,,,,, 1982,Gabriel García Márquez,https://en.wikipedia.org/wiki/Gabriel_Garc%C3%ADa_M%C3%A1rquez, Literature,,
,,,,, 2016,Juan Manuel Santos,https://en.wikipedia.org/wiki/Juan_Manuel_Santos, Peace,,
,,,,, 1956,Walter Houser Brattain*,https://en.wikipedia.org/wiki/Walter_Houser_Brattain, Physics,,
,,,,, 1957,Tsung-Dao Lee*,https://en.wikipedia.org/wiki/Tsung-Dao_Lee, Physics,,
,,,,, 1957,Chen-Ning Yang*,https://en.wikipedia.org/wiki/Chen-Ning_Yang, Physics,,
,,,,, 1989,14th Dalai Lama*,https://en.wikipedia.org/wiki/14th_Dalai_Lama, Peace,,
,,,,, 1992,Edmond H. Fischer*,https://en.wikipedia.org/wiki/Edmond_H._Fischer, Physiology or Medicine,,
,,,,, 1998,Daniel C. Tsui*,https://en.wikipedia.org/wiki/Daniel_C._Tsui, Physics,,
,,,,, 2000,Gao Xingjian*,https://en.wikipedia.org/wiki/Gao_Xingjian, Literature,,
,,,,, 2009,Charles K. Kao*,https://en.wikipedia.org/wiki/Charles_K._Kao, Physics,,
,,,,, 2010,Ei-ichi Negishi*,https://en.wikipedia.org/wiki/Ei-ichi_Negishi, Chemistry,,
,,,,, 2010,Liu Xiaobo,https://en.wikipedia.org/wiki/Liu_Xiaobo, Peace,,
,,,,, 2012,Mo Yan,https://en.wikipedia.org/wiki/Mo_Yan, Literature,,
,,,,, 2015,Tu Youyou,https://en.wikipedia.org/wiki/Tu_Youyou, Physiology or Medicine,,
,,,,, 1945,Gabriela Mistral,https://en.wikipedia.org/wiki/Gabriela_Mistral, Literature,,
,,,,, 1971,Pablo Neruda,https://en.wikipedia.org/wiki/Pablo_Neruda, Literature,,
,,,,, 1908,Ernest Rutherford*,https://en.wikipedia.org/wiki/Ernest_Rutherford, Chemistry,,
,,,,, 1923,John James Rickard Macleod,https://en.wikipedia.org/wiki/John_Macleod_(physiologist), Physiology or Medicine,,
,,,,, 1923,Frederick G. Banting,https://en.wikipedia.org/wiki/Frederick_Banting, Physiology or Medicine,,
,,,,, 1949,William Giauque*,https://en.wikipedia.org/wiki/William_Giauque, Chemistry,,
,,,,, 1957,Lester B. Pearson,https://en.wikipedia.org/wiki/Lester_B._Pearson, Peace,,
,,,,, 1966,Charles B. Huggins*,https://en.wikipedia.org/wiki/Charles_Brenton_Huggins, Physiology or Medicine,,
,,,,, 1971,Gerhard Herzberg,https://en.wikipedia.org/wiki/Gerhard_Herzberg, Chemistry,,
,,,,, 1976,Saul Bellow*,https://en.wikipedia.org/wiki/Saul_Bellow, Literature,,
,,,,, 1981,David H. Hubel*,https://en.wikipedia.org/wiki/David_H._Hubel, Physiology or Medicine,,
,,,,, 1983,Henry Taube*,https://en.wikipedia.org/wiki/Henry_Taube, Chemistry,,
,,,,, 2006,Muhammad Yunus,https://en.wikipedia.org/wiki/Muhammad_Yunus, Peace,,
,,,,, 1962,Lev Landau,https://en.wikipedia.org/wiki/Lev_Landau, Physics,,
,,,,, 1905,Bertha von Suttner,https://en.wikipedia.org/wiki/Bertha_von_Suttner, Peace,,
,,,,, 1911,Alfred Hermann Fried,https://en.wikipedia.org/wiki/Alfred_Hermann_Fried, Peace,,
,,,,, 1914,Róbert Bárány,https://en.wikipedia.org/wiki/R%C3%B3bert_B%C3%A1r%C3%A1ny, Physiology or Medicine,,
,,,,, 1923,Friderik Pregl,https://en.wikipedia.org/wiki/Fritz_Pregl, Chemistry,,
,,,,, 1925,Richard Adolf Zsigmondy,https://en.wikipedia.org/wiki/Richard_Adolf_Zsigmondy, Chemistry,,
,,,,, 1927,Julius Wagner-Jauregg,https://en.wikipedia.org/wiki/Julius_Wagner-Jauregg, Physiology or Medicine,,
,,,,, 1930,Karl Landsteiner,https://en.wikipedia.org/wiki/Karl_Landsteiner, Physiology or Medicine,,
,,,,, 1933,Erwin Schrödinger,https://en.wikipedia.org/wiki/Erwin_Schr%C3%B6dinger, Physics,,
,,,,, 1936,Victor Francis Hess,https://en.wikipedia.org/wiki/Victor_Francis_Hess, Physics,,
,,,,, 1936,Otto Loewi*,https://en.wikipedia.org/wiki/Otto_Loewi, Physiology or Medicine,,
,,,,, 1938,Richard Kuhn*,https://en.wikipedia.org/wiki/Richard_Kuhn, Chemistry,,
,,,,, 1945,Wolfgang Pauli,https://en.wikipedia.org/wiki/Wolfgang_Pauli, Physics,,
,,,,, 1962,Max Perutz,https://en.wikipedia.org/wiki/Max_Perutz, Chemistry,,
,,,,, 1973,Karl von Frisch*,https://en.wikipedia.org/wiki/Karl_von_Frisch, Physiology or Medicine,,
,,,,, 1973,Konrad Lorenz,https://en.wikipedia.org/wiki/Konrad_Lorenz, Physiology or Medicine,,
,,,,, 1974,Friedrich Hayek,https://en.wikipedia.org/wiki/Friedrich_Hayek, Economics,,
,,,,, 1998,Walter Kohn*,https://en.wikipedia.org/wiki/Walter_Kohn, Chemistry,,
,,,,, 2000,Eric Kandel*,https://en.wikipedia.org/wiki/Eric_Kandel, Physiology or Medicine,,
,,,,, 2004,Elfriede Jelinek,https://en.wikipedia.org/wiki/Elfriede_Jelinek, Literature,,
,,,,, 2005,International Atomic Energy Agency,https://en.wikipedia.org/wiki/International_Atomic_Energy_Agency, Peace,,
,,,,, 2013,Martin Karplus*,https://en.wikipedia.org/wiki/Martin_Karplus, Chemistry,,
,,,,, 1945,Howard Florey,https://en.wikipedia.org/wiki/Howard_Florey, Physiology or Medicine,,
,,,,, 1960,Sir Frank Macfarlane Burnet,https://en.wikipedia.org/wiki/Frank_Macfarlane_Burnet, Physiology or Medicine,,
,,,,, 1963,John Carew Eccles,https://en.wikipedia.org/wiki/John_Eccles_(neurophysiologist), Physiology or Medicine,,
,,,,, 1964,Alexander Prokhorov*,https://en.wikipedia.org/wiki/Alexander_Prokhorov, Physics,,
,,,,, 1973,Patrick White,https://en.wikipedia.org/wiki/Patrick_White, Literature,,
,,,,, 1975,John Cornforth*,https://en.wikipedia.org/wiki/John_Cornforth, Chemistry,,
,,,,, 1994,John Harsanyi,https://en.wikipedia.org/wiki/John_Harsanyi, Economics,,
,,,,, 1996,Peter C. Doherty & Professor Rolf Zinkernagel,https://en.wikipedia.org/wiki/Peter_C._Doherty, Physiology or Medicine,,
,,,,, 2005,J. Robin Warren,https://en.wikipedia.org/wiki/Robin_Warren, Physiology or Medicine,,
,,,,, 2005,Barry Marshall,https://en.wikipedia.org/wiki/Barry_Marshall, Physiology or Medicine,,
,,,,, 2009,Elizabeth Blackburn*,https://en.wikipedia.org/wiki/Elizabeth_Blackburn, Physiology or Medicine,,
,,,,, 2011,Brian Schmidt,https://en.wikipedia.org/wiki/Brian_Schmidt, Physics,,
,,,,, 1936,Carlos Saavedra Lamas,https://en.wikipedia.org/wiki/Carlos_Saavedra_Lamas, Peace,,
,,,,, 1947,Bernardo Houssay,https://en.wikipedia.org/wiki/Bernardo_Houssay, Physiology or Medicine,,
,,,,, 1970,Luis Federico Leloir,https://en.wikipedia.org/wiki/Luis_Federico_Leloir, Chemistry,,
,,,,, 1980,Adolfo Pérez Esquivel,https://en.wikipedia.org/wiki/Adolfo_P%C3%A9rez_Esquivel, Peace,,
died,link,gender,place_of_birth,year,name,country,category,nationality,Notable_awards,born,age
"24 March 2002(2002-03-24) (aged 74)
Cambridge, England",https://en.wikipedia.org/wiki/C%C3%A9sar_Milstein,,, 1984,César Milstein,, Physiology or Medicine,"Argentinian, naturalised as British",,"(1927-10-08)8 October 1927
Bahía Blanca, Argentina",
"November 16, 2005(2005-11-16) (aged 89)
Palo Alto, California",https://en.wikipedia.org/wiki/Henry_Taube,,, 1983,Henry Taube*,, Chemistry,"Canadian, Naturalized Citizen of the United States",,"(1915-11-30)November 30, 1915
Neudorf, Saskatchewan, Canada",
,https://en.wikipedia.org/wiki/John_Polanyi,,, 1986,John Polanyi,, Chemistry,Hungarian-Canadian,,"John Charles Polanyi
(1929-01-23) 23 January 1929 (age 87)
Berlin, Germany",
,https://en.wikipedia.org/wiki/Sidney_Altman,,, 1989,Sidney Altman,, Chemistry,,,,
,https://en.wikipedia.org/wiki/Richard_E._Taylor,,, 1990,Richard E. Taylor,, Physics,Canadian,,"Richard Edward Taylor
(1929-11-02) November 2, 1929 (age 87)
Medicine Hat, Alberta",
,https://en.wikipedia.org/wiki/Rudolph_A._Marcus,,, 1992,Rudolph A. Marcus*,, Chemistry,"American, Canadian",,"Rudolph Arthur Marcus
(1923-07-21) July 21, 1923 (age 93)
Montreal, Quebec",
"4 October 2000(2000-10-04) (aged 68)
Vancouver, British Columbia, Canada",https://en.wikipedia.org/wiki/Michael_Smith_(chemist),,, 1993,Michael Smith,, Chemistry,Canada,,"(1932-04-26)26 April 1932[1]
Blackpool, England",
"October 13, 2003(2003-10-13) (aged 85)
Hamilton, Ontario",https://en.wikipedia.org/wiki/Bertram_Brockhouse,,, 1994,Bertram Brockhouse,, Physics,Canadian,,"Bertram Neville Brockhouse
(1918-07-15)July 15, 1918
Lethbridge, Alberta",
,https://en.wikipedia.org/wiki/Pugwash_Conferences_on_Science_and_World_Affairs,,, 1995,Pugwash Conferences on Science and World Affairs,, Peace,,,,
"11 October 1996(1996-10-11) (aged 82)
Harrison, New York, USA",https://en.wikipedia.org/wiki/William_Vickrey,,, 1996,William Vickrey*,, Economics,Canada,,"(1914-06-21)21 June 1914
Victoria, British Columbia, Canada",
,https://en.wikipedia.org/wiki/Myron_Scholes,,, 1997,Myron Scholes*,, Economics,,,,
,https://en.wikipedia.org/wiki/Robert_Mundell,,, 1999,Robert Mundell,, Economics,Canadian,,"(1932-10-24) October 24, 1932 (age 84)
Kingston, Ontario, Canada",
,https://en.wikipedia.org/wiki/Jack_W._Szostak,,, 2009,Jack W. Szostak,, Physiology or Medicine,,,"(1952-11-09) November 9, 1952 (age 63)
London, United Kingdom",
"May 7, 2011(2011-05-07) (aged 86)
Wallace, Nova Scotia [1]",https://en.wikipedia.org/wiki/Willard_Boyle,,, 2009,Willard Boyle*,, Physics,,,"(1924-08-19)August 19, 1924
Amherst, Nova Scotia",
"September 30, 2011(2011-09-30) (aged 68)[1]
Manhattan, New York, U.S.",https://en.wikipedia.org/wiki/Ralph_M._Steinman,,, 2011,Ralph M. Steinman,, Physiology or Medicine,Canadian,,"Ralph Marvin Steinman
(1943-01-14)January 14, 1943
Montreal, Quebec, Canada",
,https://en.wikipedia.org/wiki/Alice_Munro,,, 2013,Alice Munro,, Literature,Canadian,,"Alice Ann Laidlaw
(1931-07-10) 10 July 1931 (age 85)
Wingham, Ontario, Canada",
,https://en.wikipedia.org/wiki/Arthur_B._McDonald,,, 2015,Arthur B. McDonald,, Physics,Canadian,,"Arthur Bruce McDonald
(1943-08-29) August 29, 1943 (age 73)
Sydney, Nova Scotia",
,https://en.wikipedia.org/wiki/Elias_Canetti,,, 1981,Elias Canetti*,, Literature,,,,
"13 March 1975(1975-03-13) (aged 82)
Belgrade, SR Serbia, Socialist Federal Republic of Yugoslavia",https://en.wikipedia.org/wiki/Ivo_Andri%C4%87,,, 1961,Ivo Andrić*,, Literature,,,"Ivan Andrić
(1892-10-09)9 October 1892
Dolac, Travnik, Condominium of Bosnia and Herzegovina, Austria-Hungary",
"7 January 1998(1998-01-07) (aged 91)
Zürich, Switzerland",https://en.wikipedia.org/wiki/Vladimir_Prelog,,, 1975,Vladimir Prelog*,, Chemistry,,,"(1906-07-23)23 July 1906
Sarajevo, Austria-Hungary",
,https://en.wikipedia.org/wiki/Institut_de_Droit_International,,, 1904,Institut de Droit International,, Peace,,,,
"6 October 1912(1912-10-06) (aged 83)
Lucerne, Switzerland",https://en.wikipedia.org/wiki/Auguste_Beernaert,,, 1909,Auguste Beernaert,, Peace,,,"(1829-07-26)26 July 1829
Ostend, Netherlands
(now Belgium)",
"6 May 1949(1949-05-06) (aged 86)
Nice, France",https://en.wikipedia.org/wiki/Maurice_Maeterlinck,,, 1911,Maurice Maeterlinck,, Literature,Belgian,,"Maurice Polydore Marie Bernard
(1862-08-29)29 August 1862
Ghent, Belgium",
,https://en.wikipedia.org/wiki/Henri_La_Fontaine,,, 1913,Henri La Fontaine,, Peace,,,,
6 April 1961(1961-04-06) (aged 90),https://en.wikipedia.org/wiki/Jules_Bordet,,, 1919,Jules Bordet,, Physiology or Medicine,,,"Jules Jean Baptiste Vincent Bordet
(1870-06-13)13 June 1870",
"18 July 1968(1968-07-18) (aged 76)
Knokke, Flanders, Belgium",https://en.wikipedia.org/wiki/Corneille_Heymans,,, 1938,Corneille Heymans,, Physiology or Medicine,Belgium,,"(1892-03-28)28 March 1892
Ghent, Flanders, Belgium",
"January 30, 1969(1969-01-30) (aged 58)
Leuven, Belgium",https://en.wikipedia.org/wiki/Dominique_Pire,,, 1958,Dominique Pire,, Peace,,,"Georges Charles Clement Ghislain Pire
(1910-02-10)February 10, 1910
Dinant, Belgium",
"22 May 1983(1983-05-22) (aged 83)
Brussels, Belgium",https://en.wikipedia.org/wiki/Albert_Claude,,, 1974,Albert Claude,, Physiology or Medicine,Belgian,,"(1899-08-24)24 August 1899
Longlier, Neufchâteau, Belgium",
"4 May 2013(2013-05-04) (aged 95)
Grez-Doiceau, Belgium",https://en.wikipedia.org/wiki/Christian_de_Duve,,, 1974,Christian de Duve,, Physiology or Medicine,Belgium,,"Christian René Marie Joseph de Duve
(1917-10-02)2 October 1917
Thames Ditton, Surrey, Great Britain",
,https://en.wikipedia.org/wiki/Ilya_Prigogine,,, 1977,Ilya Prigogine,, Chemistry,,,,
,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Englert,,, 2013,François Englert,, Physics,Belgian,,"(1932-11-06) 6 November 1932 (age 83)
Etterbeek, Brussels, Belgium[1]",
"July 8, 1985(1985-07-08) (aged 84)
Cambridge, Massachusetts",https://en.wikipedia.org/wiki/Simon_Kuznets,,, 1971,Simon Kuznets*,, Economics,American,,"(1901-04-30)April 30, 1901
Pinsk,[1] Russian Empire (present-day Belarus)",
,https://en.wikipedia.org/wiki/Menachem_Begin,,, 1978,Menachem Begin*,, Peace,,,,
"September 28, 2016(2016-09-28) (aged 93)
Sheba Medical Center, Tel HaShomer, Ramat Gan, Israel",https://en.wikipedia.org/wiki/Shimon_Peres,,, 1994,Shimon Peres*,, Peace,,,"Szymon Perski
(1923-08-02)August 2, 1923
Wiszniew, Poland",
,https://en.wikipedia.org/wiki/Zhores_Alferov,,, 2000,Zhores Alferov*,, Physics,Soviet (until 1991) / Russian (since 1991),,"Zhores Ivanovich Alferov
(1930-03-15) March 15, 1930 (age 86)
Vitebsk, Byelorussian SSR, Soviet Union",
,https://en.wikipedia.org/wiki/Avram_Hershko,,, 2004,Avram Hershko*,, Chemistry,Israel,,"Herskó Ferenc
(1937-12-31) 31 December 1937 (age 78)
Karcag, Hungary",
,https://en.wikipedia.org/wiki/Charles_K._Kao,,, 2009,Charles K. Kao,, Physics,"United States
United Kingdom",,"(1933-11-04) 4 November 1933 (age 82)
Shanghai, China[1]",
,https://en.wikipedia.org/wiki/Makoto_Kobayashi_(physicist),,, 2008,Makoto Kobayashi,, Physics,,,"(1944-04-07) April 7, 1944 (age 72)[1]
Nagoya, Japan[2]",
,https://en.wikipedia.org/wiki/Toshihide_Maskawa,,, 2008,Toshihide Maskawa,, Physics,Japan,,"(1940-02-07) February 7, 1940 (age 76)
Nagoya, Japan",
,https://en.wikipedia.org/wiki/Osamu_Shimomura,,, 2008,Osamu Shimomura,, Chemistry,Japan[1],,"(1928-08-27) August 27, 1928 (age 88)
Kyoto, Japan",
,https://en.wikipedia.org/wiki/Ei-ichi_Negishi,,, 2010,Ei-ichi Negishi,, Chemistry,Japan,,"(1935-07-14) July 14, 1935 (age 81)
Hsinking, Manchukuo (now Changchun, China)",
"21 December 1988(1988-12-21) (aged 81)
Oxford, England",https://en.wikipedia.org/wiki/Nikolaas_Tinbergen,,, 1973,Nikolaas Tinbergen*,, Physiology or Medicine,Dutch,,"Nikolaas Tinbergen
(1907-04-15)15 April 1907
The Hague, Netherlands",
"February 26, 1985(1985-02-26) (aged 74)
New Haven, Connecticut, USA",https://en.wikipedia.org/wiki/Tjalling_Koopmans,,, 1975,Tjalling Koopmans,, Economics,"Dutch, American",,"(1910-08-28)August 28, 1910
's-Graveland, Netherlands",
,https://en.wikipedia.org/wiki/Nicolaas_Bloembergen,,, 1981,Nicolaas Bloembergen*,, Physics,,,,
"4 March 2011(2011-03-04) (aged 85)
Geneva, Switzerland",https://en.wikipedia.org/wiki/Simon_van_der_Meer,,, 1984,Simon van der Meer,, Physics,Dutch,,"(1925-11-24)24 November 1925
The Hague, The Netherlands",
,https://en.wikipedia.org/wiki/Paul_J._Crutzen,,, 1995,Paul J. Crutzen,, Chemistry,,,"Paul Jozef Crutzen
(1933-12-03) 3 December 1933 (age 82)
Amsterdam, Netherlands",
,https://en.wikipedia.org/wiki/Gerard_%27t_Hooft,,, 1999,Gerard 't Hooft,, Physics,Dutch,,"(1946-07-05) July 5, 1946 (age 70)
Den Helder, Netherlands",
,https://en.wikipedia.org/wiki/Martinus_J._G._Veltman,,, 1999,Martinus J. G. Veltman,, Physics,Netherlands,,"Martinus Justinus Godefriedus Veltman
(1931-06-27) 27 June 1931 (age 85)
Waalwijk, Netherlands",
,https://en.wikipedia.org/wiki/Andre_Geim,,, 2010,Andre Geim,, Physics,Dutch and British,,"


Andrei Konstantinovich Geim
Russian: Андре́й Константи́нович Гейм



(1958-10-21) 21 October 1958 (age 58)[1]
Sochi, Russian SFSR, Soviet Union",
,https://en.wikipedia.org/wiki/Ben_Feringa,,, 2016,Ben Feringa,, Chemistry,Dutch,,"Bernard Lucas Feringa
(1951-05-18) May 18, 1951 (age 65)
Barger-Compascuum, Netherlands",
,https://en.wikipedia.org/wiki/Aung_San_Suu_Kyi,,, 1991,Aung San Suu Kyi,, Peace,,,"(1945-06-19) 19 June 1945 (age 71)
Rangoon, British Burma
(now Yangon)",
2 September 1991(1991-09-02) (aged 80),https://en.wikipedia.org/wiki/Alfonso_Garc%C3%ADa_Robles,,, 1982,Alfonso García Robles,, Peace,,,"(1911-03-20)20 March 1911
Zamora, Michoacán, Mexico",
